Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageCars,GarageArea,GarageQual,PavedDrive,WoodDeckSF,PoolArea,PoolQC,Fence,MoSold,YrSold,SaleType,SaleCondition,SalePrice,SalePriceOverMean
486,20,RL,80,9600,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,"NAmes",Norm,1Fam,1Story,5,7,1950,2007,Gable,CompShg,MetalSd,CBlock,TA,TA,No,ALQ,607,1113,GasA,Gd,Y,SBrkr,1113,0,3,1,Gd,5,Typ,1,Gd,Attchd,1950,1,264,TA,Y,0,0,NA,NA,7,2009,WD,Normal,147000,FALSE
487,20,RL,79,10289,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,"NAmes",Norm,1Fam,1Story,5,7,1965,1965,Hip,CompShg,MetalSd,CBlock,TA,TA,No,ALQ,836,1073,GasA,TA,Y,SBrkr,1073,0,3,1,TA,6,Typ,0,NA,Attchd,1965,2,515,TA,Y,0,0,NA,NA,6,2007,WD,Normal,156000,FALSE
488,20,RL,70,12243,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,1Fam,1Story,5,6,1971,1971,Gable,CompShg,Plywood,CBlock,Gd,TA,Av,ALQ,998,1484,GasA,Gd,Y,SBrkr,1484,0,3,1,TA,7,Typ,1,TA,Attchd,1971,2,487,TA,Y,224,0,NA,NA,2,2007,WD,Normal,175000,FALSE
489,190,RL,60,10800,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,2fmCon,1.5Fin,5,4,1900,1970,Gable,CompShg,Wd Sdng,CBlock,TA,Fa,No,BLQ,664,954,GasA,TA,N,FuseA,1766,648,3,2,TA,10,Mod,1,Gd,Attchd,1970,2,520,TA,N,142,0,NA,NA,5,2006,ConLD,Normal,160000,FALSE
490,180,RM,21,1526,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Twnhs,SFoyer,4,8,1970,2002,Gable,CompShg,CemntBd,CBlock,Gd,TA,Av,GLQ,515,630,GasA,TA,Y,SBrkr,630,0,1,1,Gd,3,Typ,0,NA,Attchd,1970,1,286,TA,Y,0,0,NA,NA,5,2009,WD,Normal,86000,FALSE
491,160,RM,NA,2665,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,TwnhsE,2Story,5,6,1976,1976,Gable,CompShg,CemntBd,PConc,Gd,TA,Mn,Unf,0,264,GasA,TA,Y,SBrkr,616,688,3,1,TA,4,Typ,1,Gd,BuiltIn,1976,1,336,TA,Y,141,0,NA,NA,6,2008,WD,Normal,115000,FALSE
492,50,RL,79,9490,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,"NAmes",Artery,1Fam,1.5Fin,6,7,1941,1950,Gable,CompShg,Wd Sdng,CBlock,TA,TA,No,BLQ,403,806,GasA,TA,Y,FuseA,958,620,3,1,Fa,5,Typ,2,TA,Attchd,1941,1,240,TA,Y,0,0,NA,MnPrv,8,2006,WD,Normal,133000,FALSE
493,60,RL,105,15578,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,1Fam,2Story,6,5,2006,2006,Gable,CompShg,VinylSd,PConc,Gd,TA,No,Unf,0,728,GasA,Gd,Y,SBrkr,728,728,3,1,TA,8,Typ,0,NA,Attchd,2006,2,429,TA,Y,0,0,NA,NA,5,2006,New,Partial,172785,FALSE
494,20,RL,70,7931,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,"NAmes",Norm,1Fam,1Story,5,6,1960,1960,Gable,CompShg,BrkFace,CBlock,TA,TA,No,BLQ,374,1269,GasA,TA,Y,FuseA,1269,0,3,1,TA,6,Typ,1,Fa,Detchd,1964,1,308,TA,Y,0,0,NA,NA,6,2008,WD,Normal,155000,FALSE
495,30,RM,50,5784,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,1Fam,1Story,5,8,1938,1996,Gable,CompShg,MetalSd,BrkTil,Fa,TA,No,Unf,0,190,GasA,Gd,Y,FuseA,886,0,2,1,TA,4,Typ,0,NA,Attchd,1938,1,273,TA,Y,144,0,NA,NA,12,2009,WD,Normal,91300,FALSE
496,30,C (all),60,7879,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,1Fam,1Story,4,5,1920,1950,Gable,CompShg,Wd Sdng,CBlock,TA,TA,No,Rec,495,720,GasA,TA,N,FuseA,720,0,2,1,TA,4,Typ,0,NA,NA,NA,0,0,NA,N,0,0,NA,GdWo,11,2009,WD,Abnorml,34900,FALSE
497,20,RL,NA,12692,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,1Fam,1Story,8,5,1992,1993,Hip,CompShg,BrkFace,PConc,Gd,TA,No,GLQ,1231,3200,GasA,Ex,Y,SBrkr,3228,0,4,1,Gd,10,Typ,1,Gd,Attchd,1992,2,546,TA,Y,264,0,NA,NA,5,2007,WD,Normal,430000,TRUE
498,50,RL,60,9120,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,1Fam,1.5Fin,7,6,1925,1950,Gable,CompShg,Wd Sdng,PConc,TA,TA,No,Rec,329,1026,GasA,Ex,Y,SBrkr,1133,687,4,1,TA,8,Typ,0,NA,Detchd,1925,1,240,TA,N,0,0,NA,GdPrv,6,2008,WD,Normal,184000,TRUE
499,20,RL,65,7800,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,1Fam,1Story,5,7,1967,2004,Hip,CompShg,HdBoard,PConc,TA,TA,No,ALQ,450,864,GasA,Ex,Y,SBrkr,899,0,3,1,Gd,5,Typ,0,NA,Attchd,1967,1,288,TA,Y,64,0,NA,MnPrv,6,2009,WD,Normal,130000,FALSE
500,20,RL,70,7535,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,"NAmes",Norm,1Fam,1Story,5,7,1958,1985,Gable,CompShg,MetalSd,CBlock,TA,TA,No,BLQ,111,912,GasA,Fa,Y,SBrkr,912,0,2,1,TA,5,Typ,0,NA,Attchd,1958,1,297,TA,Y,12,0,NA,MnWw,6,2007,WD,Normal,120000,FALSE
501,160,RM,21,1890,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Twnhs,2Story,6,5,1973,1973,Gable,CompShg,HdBoard,CBlock,TA,TA,No,BLQ,356,672,GasA,TA,Y,SBrkr,672,546,3,1,TA,7,Typ,0,NA,Detchd,1973,1,264,TA,Y,144,0,NA,NA,5,2007,WD,Normal,113000,FALSE
502,60,FV,75,9803,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,VinylSd,PConc,Gd,TA,No,GLQ,400,866,GasA,Gd,Y,SBrkr,866,902,3,1,Gd,7,Typ,0,NA,Attchd,2005,2,603,TA,Y,0,0,NA,NA,2,2008,WD,Normal,226700,TRUE
503,20,RL,70,9170,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Feedr,1Fam,1Story,5,7,1965,1965,Hip,CompShg,MetalSd,CBlock,TA,TA,No,ALQ,698,1214,GasA,Ex,Y,SBrkr,1214,0,2,1,TA,6,Typ,0,NA,Detchd,1965,2,461,Fa,Y,0,0,NA,GdPrv,4,2007,WD,Normal,140000,FALSE
504,20,RL,100,15602,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,1Fam,1Story,7,8,1959,1997,Gable,CompShg,BrkFace,CBlock,TA,TA,No,ALQ,1247,1501,GasA,TA,Y,SBrkr,1801,0,1,1,TA,6,Typ,2,TA,Attchd,1959,2,484,TA,Y,0,0,NA,GdWo,3,2010,WD,Normal,289000,TRUE
505,160,RL,24,2308,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,TwnhsE,2Story,6,5,1974,1974,Gable,CompShg,Plywood,CBlock,TA,TA,No,ALQ,257,855,GasA,TA,Y,SBrkr,855,467,3,1,TA,6,Typ,1,Fa,Attchd,1974,2,440,TA,Y,260,0,NA,NA,6,2009,WD,Normal,147000,FALSE
506,90,RM,60,7596,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Duplex,2Story,5,5,1952,1952,Hip,CompShg,Wd Sdng,CBlock,TA,TA,No,Unf,0,960,GasA,Gd,Y,SBrkr,960,1000,4,2,TA,10,Typ,0,NA,Detchd,1952,2,400,TA,N,0,0,NA,NA,7,2009,COD,Normal,124500,FALSE
507,60,RL,80,9554,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,1Fam,2Story,8,5,1993,1994,Gable,CompShg,VinylSd,PConc,Gd,TA,No,GLQ,380,777,GasA,Ex,Y,SBrkr,1065,846,3,1,Gd,8,Typ,1,TA,Attchd,1993,2,471,TA,Y,182,0,NA,NA,9,2006,WD,Normal,215000,TRUE
508,20,FV,75,7862,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,1Fam,1Story,6,5,2009,2009,Gable,CompShg,VinylSd,PConc,Gd,TA,No,GLQ,27,1218,GasA,Ex,Y,SBrkr,1218,0,2,1,Gd,4,Typ,0,NA,Attchd,2009,2,676,TA,Y,0,0,NA,NA,9,2009,New,Partial,208300,TRUE
509,70,RM,60,9600,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,1Fam,2Story,7,9,1928,2005,Gambrel,CompShg,MetalSd,BrkTil,TA,TA,No,Rec,141,689,GasA,Ex,Y,SBrkr,689,689,3,1,Gd,7,Typ,1,Gd,Detchd,1928,2,360,TA,N,0,0,NA,NA,10,2008,WD,Normal,161000,FALSE
510,20,RL,80,9600,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,"NAmes",Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,MetalSd,CBlock,TA,TA,No,ALQ,991,1041,GasA,Ex,Y,SBrkr,1041,0,3,1,TA,6,Typ,0,NA,Attchd,1959,1,270,TA,Y,224,0,NA,MnPrv,7,2009,WD,Normal,124500,FALSE
511,20,RL,75,14559,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,"NAmes",Norm,1Fam,1Story,5,7,1951,2000,Hip,CompShg,Wd Sdng,CBlock,TA,TA,No,BLQ,650,1008,GasA,Ex,Y,SBrkr,1363,0,2,1,TA,6,Min1,2,TA,CarPort,1951,1,288,TA,Y,324,0,NA,NA,6,2009,WD,Normal,164900,FALSE
512,120,RL,40,6792,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,PConc,Gd,TA,No,Unf,0,1368,GasA,Ex,Y,SBrkr,1368,0,2,1,Gd,6,Typ,1,Gd,Attchd,2005,2,474,TA,Y,132,0,NA,NA,3,2006,New,Partial,202665,TRUE
513,20,RL,70,9100,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,"NAmes",Feedr,1Fam,1Story,5,5,1958,1958,Gable,CompShg,VinylSd,CBlock,TA,TA,No,BLQ,521,864,GasA,TA,Y,SBrkr,864,0,3,1,TA,5,Typ,0,NA,Detchd,1964,2,624,TA,Y,0,0,NA,NA,7,2006,WD,Normal,129900,FALSE
514,20,RL,71,9187,Pave,NA,Reg,Bnk,AllPub,Corner,Gtl,Mitchel,Norm,1Fam,1Story,6,5,1983,1983,Gable,CompShg,VinylSd,PConc,TA,TA,No,ALQ,336,1084,GasA,TA,Y,SBrkr,1080,0,3,1,TA,5,Typ,0,NA,Attchd,1983,2,484,TA,Y,120,0,NA,NA,6,2007,WD,Normal,134000,FALSE
515,45,RL,55,10594,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,1Fam,1.5Unf,5,5,1926,1950,Gable,CompShg,Wd Sdng,BrkTil,TA,TA,No,Unf,0,768,Grav,Fa,N,SBrkr,789,0,2,1,TA,5,Typ,0,NA,Detchd,1926,1,200,Po,Y,0,0,NA,MnPrv,6,2007,WD,Normal,96500,FALSE
516,20,RL,94,12220,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,1Fam,1Story,10,5,2009,2009,Hip,CompShg,CemntBd,CBlock,Ex,TA,No,GLQ,1436,2006,GasA,Ex,Y,SBrkr,2020,0,3,1,Ex,9,Typ,1,Gd,Attchd,2009,3,900,TA,Y,156,0,NA,NA,9,2009,New,Partial,402861,TRUE
517,80,RL,NA,10448,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,1Fam,SLvl,6,6,1972,1972,Gable,CompShg,HdBoard,CBlock,TA,TA,No,Unf,0,689,GasA,TA,Y,SBrkr,1378,741,3,1,TA,7,Typ,1,TA,Attchd,1972,2,583,TA,Y,0,0,NA,GdPrv,8,2009,COD,Abnorml,158000,FALSE
518,60,RL,79,10208,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,VinylSd,PConc,Gd,TA,No,Unf,0,1264,GasA,Ex,Y,SBrkr,1277,1067,3,1,Gd,7,Typ,1,TA,Attchd,1996,3,889,TA,Y,220,0,NA,NA,7,2009,WD,Normal,265000,TRUE
519,60,RL,NA,9531,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,PConc,Gd,TA,Mn,GLQ,706,794,GasA,Ex,Y,SBrkr,882,914,3,1,TA,7,Typ,0,NA,Attchd,1998,2,546,TA,Y,0,0,NA,MnPrv,5,2007,WD,Normal,211000,TRUE
520,70,RL,53,10918,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,1Fam,2Story,7,9,1926,2004,Gambrel,CompShg,MetalSd,BrkTil,Gd,TA,No,Unf,0,1276,GasA,Ex,Y,SBrkr,1276,804,3,1,Gd,9,Typ,2,Gd,Detchd,1926,1,282,TA,Y,0,0,NA,MnPrv,6,2009,WD,Normal,234000,TRUE
521,190,RL,60,10800,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,2fmCon,2Story,4,7,1900,2000,Gable,CompShg,MetalSd,BrkTil,NA,NA,NA,NA,0,0,GasA,TA,N,FuseA,694,600,3,2,TA,7,Typ,0,NA,NA,NA,0,0,NA,N,220,0,NA,NA,8,2008,WD,Normal,106250,FALSE
522,20,RL,90,11988,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,"NAmes",Feedr,1Fam,1Story,6,6,1957,1957,Gable,CompShg,VinylSd,CBlock,TA,TA,No,Rec,777,1244,GasA,Ex,Y,FuseA,1244,0,3,1,TA,6,Typ,2,Gd,Attchd,1957,1,336,TA,Y,0,0,NA,NA,5,2007,WD,Normal,150000,FALSE
523,50,RM,50,5000,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,1Fam,1.5Fin,6,7,1947,1950,Gable,CompShg,CemntBd,CBlock,TA,TA,No,ALQ,399,1004,GasA,Ex,Y,SBrkr,1004,660,3,1,TA,7,Typ,2,Gd,Detchd,1950,2,420,TA,Y,0,0,NA,NA,10,2006,WD,Normal,159000,FALSE
524,60,RL,130,40094,Pave,NA,IR1,Bnk,AllPub,Inside,Gtl,Edwards,PosN,1Fam,2Story,10,5,2007,2008,Hip,CompShg,CemntBd,PConc,Ex,TA,Gd,GLQ,2260,3138,GasA,Ex,Y,SBrkr,3138,1538,3,1,Ex,11,Typ,1,Gd,BuiltIn,2007,3,884,TA,Y,208,0,NA,NA,10,2007,New,Partial,184750,TRUE
525,60,RL,95,11787,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,VinylSd,PConc,Gd,TA,No,GLQ,719,1379,GasA,Ex,Y,SBrkr,1383,1015,3,1,Gd,8,Typ,1,TA,Attchd,1996,3,834,TA,Y,239,0,NA,NA,8,2007,WD,Normal,315750,TRUE
526,20,FV,62,7500,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,PConc,Gd,TA,No,Unf,0,1257,GasA,Ex,Y,SBrkr,1266,0,3,1,Gd,6,Typ,1,TA,Attchd,2005,2,453,TA,Y,38,0,NA,NA,4,2006,WD,Normal,176000,FALSE
527,20,RL,70,13300,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,"NAmes",Norm,1Fam,1Story,5,7,1956,2000,Hip,CompShg,Wd Sdng,CBlock,Gd,TA,No,Rec,377,928,GasA,TA,Y,SBrkr,928,0,2,1,TA,4,Typ,0,NA,Attchd,1956,1,252,TA,Y,261,0,NA,NA,6,2007,WD,Normal,132000,FALSE
528,60,RL,67,14948,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,1Fam,2Story,9,5,2008,2008,Hip,CompShg,VinylSd,PConc,Ex,TA,Av,GLQ,1330,1452,GasA,Ex,Y,SBrkr,1476,1237,3,1,Ex,11,Typ,1,Gd,Attchd,2008,3,858,TA,Y,126,0,NA,NA,11,2008,New,Partial,446261,TRUE
529,30,RL,58,9098,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,1Fam,1Story,4,7,1920,2002,Gable,CompShg,Wd Sdng,BrkTil,TA,TA,Mn,ALQ,348,528,GasA,Ex,Y,SBrkr,605,0,2,1,TA,5,Typ,0,NA,NA,NA,0,0,NA,N,0,0,NA,NA,7,2007,WD,Normal,86000,FALSE
530,20,RL,NA,32668,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Crawfor,Norm,1Fam,1Story,6,3,1957,1975,Hip,CompShg,Wd Sdng,PConc,TA,TA,No,Rec,1219,2035,GasA,TA,Y,SBrkr,2515,0,4,2,TA,9,Maj1,2,TA,Attchd,1975,2,484,TA,Y,0,0,NA,NA,3,2007,WD,Alloca,200624,TRUE
531,80,RL,85,10200,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,1Fam,SLvl,6,5,1988,1989,Gable,CompShg,HdBoard,CBlock,Gd,TA,Av,GLQ,783,1461,GasA,Ex,Y,SBrkr,1509,0,3,1,Gd,5,Typ,1,Fa,Attchd,1988,2,600,TA,Y,224,0,NA,NA,8,2008,WD,Abnorml,175000,FALSE
532,70,RM,60,6155,Pave,NA,IR1,Lvl,AllPub,FR3,Gtl,BrkSide,RRNn,1Fam,2Story,6,8,1920,1999,Gable,CompShg,Wd Sdng,BrkTil,Fa,Fa,Mn,Unf,0,611,GasA,Ex,Y,SBrkr,751,611,3,1,TA,6,Typ,0,NA,Detchd,1920,2,502,TA,Y,0,0,NA,NA,6,2008,WD,Normal,128000,FALSE
533,20,RL,60,7200,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,"NAmes",Norm,1Fam,1Story,5,7,1955,2007,Gable,CompShg,VinylSd,Slab,NA,NA,NA,NA,0,0,GasA,Ex,Y,SBrkr,827,0,2,1,TA,5,Mod,1,Po,Detchd,1967,1,392,TA,Y,0,0,NA,NA,4,2010,WD,Normal,107500,FALSE
534,20,RL,50,5000,Pave,NA,Reg,Low,AllPub,Inside,Mod,BrkSide,Norm,1Fam,1Story,1,3,1946,1950,Gable,CompShg,VinylSd,Slab,NA,NA,NA,NA,0,0,GasA,Fa,N,FuseF,334,0,1,1,Fa,2,Typ,0,NA,NA,NA,0,0,NA,N,0,0,NA,NA,1,2007,WD,Normal,39300,FALSE
535,60,RL,74,9056,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,1Fam,2Story,8,5,2004,2004,Gable,CompShg,VinylSd,PConc,Ex,Gd,Av,Unf,0,707,GasA,Ex,Y,SBrkr,707,707,3,1,Gd,6,Typ,1,Gd,Attchd,2004,2,403,TA,Y,100,0,NA,NA,10,2006,WD,Normal,178000,FALSE
536,190,RL,70,7000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,2fmCon,2Story,5,7,1910,1991,Gable,CompShg,MetalSd,CBlock,Gd,TA,Gd,GLQ,969,1117,GasA,TA,Y,SBrkr,820,527,3,1,TA,5,Typ,0,NA,NA,NA,0,0,NA,N,85,0,NA,NA,1,2008,WD,Normal,107500,FALSE
537,60,RL,57,8924,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,1Fam,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,PConc,Gd,TA,Av,Unf,0,880,GasA,Ex,Y,SBrkr,880,844,3,1,Gd,8,Typ,0,NA,Attchd,1998,2,527,TA,Y,120,0,NA,NA,7,2008,WD,Normal,188000,TRUE
538,20,RL,NA,12735,Pave,NA,IR1,Lvl,AllPub,FR2,Gtl,"NAmes",Norm,1Fam,1Story,4,5,1972,1972,Hip,CompShg,MetalSd,CBlock,TA,TA,No,BLQ,600,864,GasA,TA,Y,SBrkr,864,0,3,1,TA,5,Typ,0,NA,Detchd,1980,2,576,TA,Y,216,0,NA,MnWw,4,2008,COD,Normal,111250,FALSE
539,20,RL,NA,11553,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,1Fam,1Story,5,5,1968,1968,Hip,CompShg,Plywood,CBlock,TA,TA,No,BLQ,673,1051,GasA,TA,Y,SBrkr,1159,0,3,1,TA,7,Typ,1,Fa,Attchd,1968,1,336,TA,Y,466,0,NA,NA,7,2006,WD,Normal,158000,FALSE
540,20,RL,NA,11423,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,8,5,2001,2002,Gable,CompShg,VinylSd,PConc,Gd,TA,Av,GLQ,1358,1581,GasA,Ex,Y,SBrkr,1601,0,3,1,Gd,6,Typ,1,TA,Attchd,2001,2,670,TA,Y,180,0,NA,MnPrv,5,2010,WD,Normal,272000,TRUE
541,20,RL,85,14601,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,1Fam,1Story,9,5,2006,2006,Hip,CompShg,VinylSd,PConc,Ex,TA,Av,GLQ,1260,1838,GasA,Ex,Y,SBrkr,1838,0,2,1,Ex,8,Typ,1,Gd,Attchd,2006,3,765,TA,Y,270,0,NA,NA,3,2009,WD,Normal,315000,TRUE
542,60,RL,NA,11000,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,NoRidge,Norm,1Fam,2Story,8,5,2000,2000,Gable,CompShg,VinylSd,PConc,Gd,TA,No,Unf,0,969,GasA,Ex,Y,SBrkr,997,1288,4,1,Gd,8,Typ,1,TA,BuiltIn,2000,3,648,TA,Y,0,0,NA,NA,6,2007,WD,Normal,248000,TRUE
543,20,RL,78,10140,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,1Fam,1Story,7,5,1998,1999,Hip,CompShg,VinylSd,PConc,Ex,TA,No,LwQ,144,1650,GasA,Ex,Y,SBrkr,1680,0,3,1,Gd,7,Maj1,1,TA,Attchd,1998,2,583,TA,Y,78,0,NA,NA,6,2009,WD,Normal,213250,TRUE
544,120,RH,34,4058,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,"NAmes",Norm,TwnhsE,SFoyer,7,5,1998,1998,Gable,CompShg,MetalSd,PConc,Gd,TA,Av,GLQ,584,723,GasA,Ex,Y,SBrkr,767,0,1,1,TA,4,Typ,0,NA,Attchd,1998,1,367,TA,Y,120,0,NA,NA,6,2007,WD,Normal,133000,FALSE
545,60,RL,58,17104,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,PConc,Gd,Gd,Av,GLQ,554,654,GasA,Ex,Y,SBrkr,664,832,3,1,Gd,7,Typ,1,Gd,Attchd,2006,2,426,TA,Y,100,0,NA,NA,9,2006,New,Partial,179665,FALSE
546,50,RL,NA,13837,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,1Fam,1.5Fin,7,5,1988,1988,Gable,CompShg,HdBoard,PConc,Gd,Gd,No,GLQ,1002,1204,GasA,Gd,Y,SBrkr,1377,806,4,1,Gd,9,Typ,0,NA,Attchd,1988,3,786,TA,Y,0,0,NA,NA,2,2006,WD,Normal,229000,TRUE
547,50,RL,70,8737,Pave,NA,IR1,Bnk,AllPub,Inside,Gtl,BrkSide,Norm,1Fam,1.5Fin,6,7,1923,1950,Gable,CompShg,BrkFace,BrkTil,Gd,TA,No,Rec,300,1065,GasA,Ex,Y,FuseA,915,720,3,1,TA,6,Typ,1,Gd,Detchd,1950,2,440,TA,Y,0,0,NA,NA,5,2007,WD,Normal,210000,TRUE
548,85,RL,54,7244,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,1Fam,SFoyer,5,7,1970,1970,Gable,CompShg,VinylSd,CBlock,Gd,TA,Av,ALQ,619,768,GasA,Ex,Y,SBrkr,768,0,2,1,TA,5,Typ,0,NA,Detchd,1987,2,624,TA,Y,104,0,NA,NA,4,2007,WD,Normal,129500,FALSE
549,20,RM,49,8235,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,OldTown,Feedr,1Fam,1Story,5,7,1955,1995,Gable,CompShg,MetalSd,CBlock,TA,TA,No,LwQ,180,825,GasA,TA,Y,SBrkr,825,0,2,1,TA,4,Typ,0,NA,Detchd,1963,2,720,TA,Y,140,0,NA,MnPrv,6,2008,WD,Normal,125000,FALSE
550,60,FV,75,9375,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,PConc,Gd,TA,No,Unf,0,912,GasA,Ex,Y,SBrkr,912,1182,4,1,Gd,8,Typ,1,Gd,BuiltIn,2003,2,615,TA,Y,182,0,NA,NA,11,2009,WD,Normal,263000,TRUE
551,120,RL,53,4043,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,TwnhsE,1Story,6,6,1977,1977,Gable,CompShg,Plywood,CBlock,Gd,TA,No,ALQ,559,1069,GasA,TA,Y,SBrkr,1069,0,2,1,TA,4,Typ,0,NA,Attchd,1977,2,440,TA,Y,0,0,NA,NA,10,2008,COD,Abnorml,140000,FALSE
552,20,RM,50,6000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,1Fam,1Story,5,6,1957,1957,Hip,CompShg,BrkFace,CBlock,TA,TA,No,Rec,308,928,GasA,Gd,Y,FuseA,928,0,3,1,TA,5,Typ,0,NA,Attchd,1957,1,288,TA,Y,0,0,NA,NA,6,2008,WD,Normal,112500,FALSE
553,20,RL,87,11146,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,PConc,Ex,TA,Av,Unf,0,1709,GasA,Ex,Y,SBrkr,1717,0,3,1,Gd,7,Typ,1,Gd,Attchd,2006,3,908,TA,Y,169,0,NA,NA,7,2009,WD,Normal,255500,TRUE
